,id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel,leaguePoints,rank,wins,losses
60,N3FAbWVImkdZ5DFAjS2levyYUSUOSA6DKeh-WVtNp_pF_Rc,4p5eWHTEoXus3YlARDfDIV0VLfx7H-TsyEnubBO-MVKLh4c,KKBydMBv21ZVqR0s_4pwfUer0O53drNfx_wjiUM3K7J553LM81npDtCAgyGTOS_B7nI61SYKWYWFNw,3rd June,1385,1683648416000,494,964,I,119,79
61,JcWhIWMDnSvDQfabzmAz-R4al_aE9ITip7oQzWLiA_7XqM36BtmHcF7CtA,jEhYS92yfygDFc93HBuVoTpWYm0gTeoz0taHEN0umWUElfJs7opzZK73,BhC0wLo053nT-qyBPxGwAJtWG1aJZ9DVrbuTakyIl67iw-ykpDl6jys8Pr3yk8qpyKPD94WN19DjEA,Qιyana player,5162,1683556908000,147,963,I,228,189
62,jyt1DSLEYDRkg5ugedNUjf8fhWd_-rg1wzTp8kCqvwNiCAw,Lf4MmBLN-dGI4RVYxcoVCM9u56v8_YJ8EOA_Xdc6bNCy_WE,-hRm5QolvR6iy2zIAnPcjulAJHD_jVaBOmD-egfujYKw0-lB5_qZ3lf0RuZSEoL_d5O8cT9KKZzpyw,Benny Promotions,5736,1683739527861,796,963,I,210,174
63,jbeRj9xPF0D9GojBdhYYNiH2O1fqfaMQtd5PuGQ7QHGhOgdNCt2hbVpLIw,Pjy577TwH8b8kBuFSpI5K7tw5UvDTp790XOaQolUGxoCi0CbNb_IZDQs,-wWMihRxAae2lz0_1-Mxr2akSWHel7YzDnq2q1gk-kVTzCRoj7ghI5i-ImKDpKgfQMS6uEMrKHPa5w,hold there tulaE,29,1683735370403,98,963,I,343,306
64,niOXft_C4Yfp0eivjYJeUUveqqe5oc3PwI73iUnZbckWtlk,6FeiahsNaOCRBmAA6aqMqxd2feKwVTu8y7788ETG2zbAsE4,GAX8Xl3prvAkkzachMuEiVaYtGVaRDPYePJciQMeuzXVEreHymb08gGqxbAtgv-hN7uLTLaaahu2CA,Maxlore,4031,1683712660656,824,963,I,510,489
65,uKFm3Af9H9fMMMwHVOHFN6EMe5OMb5W0jWe3gcQvN8wlB4A,mEEVMayVMLTxEeyLZVxuaqhncGy2O-RZVyHi2C93ITSZYw,ExkRV-SMTNkA8Y1qIIzPwXLYWUzOTBAQU8CIF4gnTdpbWc9wihsffxaUo3-rgkyucn_C_c_sV8TMlA,xDrop,4514,1683724177477,681,962,I,181,147
66,KqYj_lTm4_LqTi39kvtgQun-9jBQVaKnjZuczcs4LjH_myBP,r9bHPv-qV4rGAkLM_Mvr5vp6mk2j3FdEiyDd0db8E9h_aGzNAmoBuFlU,GIVbz_sThGfaPZWUIr2w80f_lWyxl4fI7NlLUrqRQH92eEALXDbkOI7TtASXxVfWHmUTjItFEXT9LA,Baby Tarz1,5530,1683591167000,307,962,I,153,124
67,sKtLsozkWc_jGJFgm9dw_tyVBe5hSibyU1jLqESoMvnj0cPq,1NyUYUnm0LYJt4Pbw-2UYAetiGfXupxIEzib8Pn2S7bOeQzsumU9faSR,rK4jGZeodGo6u__Ly_x6tFPPbevbWSlOixhNkZt8XcyFB-bElfZcXwk-GwORUd38Mw72mJvLmXa-Sg,twtv veljalol,4454,1683231206000,76,962,I,170,133
68,ChKYB5pqjInJ-ieCfoce2cZ9q9zcnkt1MT4jUDwHDcEKs3E,3AyCK6Vy8BRAvX_ahpsTcYntTyZiLihax-rVSwu04uSGA3I,eljSmcCpxR91hqr8KaebELE7sbbGGxKCEHV3oBbSqAyBNIKkweNhDgZgxSucyfnTzNhNtuZX3SCCFg,FlayLoL,2076,1683706959964,533,962,I,226,197
69,C3af3S31qSGwOsT72tseN6OG4RJd-zkrjvZNU6kbD2vXgxQ,q6X9c15BroVEzl1hmrnrbb5rd_SB3e8bkfbtweDcnBXiHfA,a91nEpNIOC5BwpT2e89KxYaSglP-5IoueOjAQC2Y32gsPEOlo1CAbASj8IhVLT5qBlARAHkCXe4zKg,Dede3,3890,1683735882631,312,959,I,225,194
70,Q1c6D7oKm8eDT6B4ja-K2kQmKj1V4Y2Ezy1TD1pSAoQ6_WE,wiGXKXUvC5jJga0FWvNSd9xUoB7XhKITSxK4gxj6Y3-RwQ,SgvwMaAj2OlCLZBuQCAlQe65LKoMXddE72FwA9qBcMCRZqi5p7C77vakAAkAmtAXrg75VvQ2R-MVzw,SCB Seminol,3147,1683740502863,558,957,I,306,281
71,hjRfFYQLWhvuKMgUU6sZj0OeQY6QdGV8bI5jor4r66rq3zwP,p2v5EjYJaHGz9JI42pzJyGAKD8ofZ3r4MLqFbT5WHxZJ8sTOuC81Fu_y,maFr7hqtqGeoIjN7pjO4hsevlA9VLFFPw5kRztIntHDKYsd5cVkT3Pl9HsybldxGCb8m2fIbycpxRw,Avra1,5641,1683539594000,336,956,I,256,222
72,Avk-PWiYXnHooKdDBhvpQwGehvsxy8gRxp8WpEFuMYieYVQ,mMZAVqeQxoG10Xg0ciacR626pSMBvxwcZNcb8F59SzZAhac,79QNYiqF-eCv8MmZFFVWUggR2c5QxKc7pNctIzwk2umfglVT1AwQdn-VQay70B5iwNKlYqjjNQ3UVQ,PCS Kamiloo,1670,1683733122646,538,955,I,269,240
73,FLcBUgW8W9B4x7mKrAMchO2r8RK9pBQIbbGTRd3WSGx82VY,wcJQN4H0kRTykeDsBs2kY6CptZTUipG1EFOz8poM8bcvtg,eEFhISMXoscGSPNtmvUrqFYMtqPT9a-pZRvaWgtfcxmYRr_wHZxmApz2_-LOIkVdG1THYIvc4W9g-Q,541865204694,29,1682430043000,55,952,I,134,76
74,8RkKWQfAJRdOBlJ7RStQTs872yshK-6VomgsOIvMOpR81dM,mfIRQvt_Yrq_DBi6Pkpawt_OzoyteJ-2MmRQmgVbql9I4g,HJVUCJ-ucfUQs9pwMyKwnUqEBxKe8D4YhlJomWOy4dIzN0TZs8vYWL4lh5sUob292P3q9Vp80Lx5MQ,Obstinatus,3795,1683739300290,830,952,I,297,274
75,hM-rdFImEtYjJXr7B8WcpNT21eJIEB3z8ratakqCp_QTnFLs,YIPEM4xbSNA0OkUmRAm8fKX9RsvHFFbqcocsS6YDNNpcFVUOcYn-bH2A,2s2fioUx_Kgd_WPDf3nQySnXDjVIvvoxqsuOEOR5C8Rwa99z5orMJ6wv4e8JXUVXDuv_O3PE5xsXMg,gigabean,3150,1683455745000,262,951,I,90,57
76,Rj36olM2MLxrz_XwW2QP4vLvhK7krgsEfdUQ5Nrv44o6H7Ix,4jlfky2g0seMYLDCeM7yYyDFhuHNUqZBwonZJ5P98-n2V3k,HOy9JMqcR98INPlZPMXLhC2TAFavI8HIXaY_UwIT4RgFBAO9GOFz734mEtRrP4FQO3IaNid3SWdS6A,myselfonlymyself,3788,1683648909000,592,950,I,296,267
77,ZBynJv5iSPvFQGhzkzYpxt413ckxSIXy0xHAbTCaQqoEYaFWYO91dKVelQ,8zQohET-396VnDMFnA2AUy9m0t9e8duUG8kSQrPmwx9r5ltJfqJeQIpV,_sge95_5yiDtmz0PZaoeZm9nvsRAntDOea5lltcvIMz9H_JeKhjt1ntgZyZNn40TPbtJjSx6-FnIkQ,Splash SHREDDING,3545,1683736675072,89,950,I,253,216
78,ZlqsbULrg3yFR6_kNrgNhAnOlBlp6vDE8bzSlVVUfkc29gE,SeHLPS6ImTwrOx_-Mkz8ixKa6pOSRR3bAUAtw5PDYXY-Bw,5qincZEiA1pmwVIl00v3VtBX0luHQgYCzAf4R128ea22TvjzrjDh1W0ki19Jn86g2eWen_1xZKICUg,WOOOLITE,4490,1683679610153,311,949,I,326,284
79,_Gy30ijsiXnSnukQQigyYs02Xovk8TKCI_m7R_pkauVcGBfI,VCJ4D4EUXzPbDJOeSt55j4nAHFK_pcCwyBOCnVgmP-oP6Z6ZjdfGIhoM,kAkc8ESvkRVVnByeR7j8bf_VaZfGq_T2aLAQDM2WZtL_XJdoP3X9l8DV4MLmKelECkyC9G7ikNX10Q,Mountain Wolf,948,1683722436603,452,949,I,138,119
80,MqEbbvfqEfc-JQ7oEIFxLlJc_zm7umbOPeqOBiHIKiYBP2lPuvSxjTB4zA,O3AKfgBSXJPMTpFnxKuEDM3uiCQExin_sHe7kxXje76NVN7ZiOj6yhma,YYcHJW3bBWNLjjoOfh4Dc-xfjMZGT4p7TrglawG6u143D84RjWtmvBb9pKjbq1Ez1EXuNIEiBWUwzA,Hope0,29,1683296329000,60,948,I,157,108
81,qxxs_B8HOH5nCR22AZHX3c3il24n5GIoarih30XfYHvgmu04,pKFCKFb0lMtepGz2_XmbxR6lTVp4_YJ6WGClVPCDjgJ28U2Bf6m0wjGq,FEHm-3uIrXdqXbi2v8evGU9KrypMuO_KYkqnGhXUr1KOYxi8ipCM1HV9BS9GgFKgdAdQmk63FXK2Pw,Tοαst,4568,1683737865956,663,948,I,245,218
82,QXMC4yiIbUnjegnvixx6EnDSpm8AAbWC3uBMVuLVTOclPV8,A28EIh8wBPmodlPfsfPnYBdHV9e0ipC2ol_0hEe9gqsAl54,f7S2lifKEPZ5_p-hOH-wPv1N8RkxOfAPWV72_Ec0zncm4PHu4tnfFooLm6mjgPh-NQgipXMN8YVTwA,TheRoyalKanin,536,1683655100000,839,947,I,438,409
83,z-7FtpA_wreDe1Y-Q2Av1nxG_x_UQUngRoGi9udyKu_cVXjG,chKhdoxRbrOm_-bVkomtNc6pfa6o3K-mm0XT8yJomBxUdcbI4E_IMl5G,oeva5XIkKaZ6C6Jx4_Cr9lCmWpiCWD9zF9O1gwFVl6H6h7J_4nUDQ-TxNAYVOqOmaxlr76FXM4N9jg,c9 tomio,3545,1683738321424,83,946,I,114,73
84,nAb8O9yVui3K4DPNW7xYpqurQSYxNlBmEmeDKWg1Pw77R-8,5XKcMjRlT-UOcksr2y55bd66FRQelNRQtmCQU6CEsDaObQ,Ahoqz4LEdwsJNQFgTX9UICVupHnqIO0G097DWQndprPs2HDF9bATQkc1WhPrwQ0DNYd8O97O0_BTRQ,UnlookyPoopy,5752,1683735623904,1030,946,I,229,204
85,Ho0-z3VP5aTD92HT56MUcaP4JuCASSkYwPEcQ-azh8N4A24cUQniddK81A,hbkxB2GoJWGlncvBpYPFLuC7vAmEm4SyqcoogNyRVnhXYv0-KIpLnMtm,TTqxqEaP7QPSa-mj3-hNzjiQRK1x1T7cwsgqiaa0bOFZYso_MokmPKAcwOSryvmQaMEAM3OGfg2Y8A,Brooklyn Prodigy,7,1683740470813,72,945,I,171,115
86,5jaQpk3t-NlY9EokyitQVpNymYqjliOu7RwZC9XKw5OX8ak,qA92h4y0TV2QIH0ig8NhCwp02KVe2l7uhU8SCpvmlSFM3w,gNAiyFLxMrpiXg8NL4wckjxzOQZSX_pSkHobkK7q7Jo5iW2-imQML-krZ9fvwUbze--M18cQ7N25Sg,Kongenvenderhjem,4050,1683678441663,371,945,I,136,105
87,LVKTOFde-Jo5GBZ-EGjLyMqqZJVfWQsUVQy5GMDocghAjzDjfAwH4Cvk-g,8n8SugA0Uy_ZMr2VktAXPOj1xXiLS9BwJZ5HxrEqWTqv1IIbXVe8Pomn,ZDfpApbkyaQYtoQeovLyCjcfnHPmXuWoUMTr4UD-0itxfDtf_IncRNPUetkDt-ntOfU8hB_DBAEstg,CAPYBARAANDARIEL,29,1683736566180,75,945,I,169,122
88,BR5w5pJgXwbyLJXnxfuTlv8HYhbmPtP3K4reNrOIwiRZmIA1q1qIEo_Ayg,3dVjeYxY0nu3fx48iRtPc23GYJ3paKr_9ArwCNmbxnZMZjO8_gPqpSkf,B7j-agiZH2cerJaEPdAKD-0S7OCauNvyTY9Tuxm1dDWofcRuAsT-BmSPJzSEoF1yun7GoX-RuRyEZw,Zimba1,5030,1683715764404,225,944,I,148,115
89,E9SCjy1JHC6w-etboFdMOwXVv2Ix6ijozsp2YlDXWzoN_XkTI5nweBEQwg,MxVfl_jJkoNtRxUaVEVJ3ASnU7H2-cVhyhvjD6BaRdNHTPgy0p5rdUNh,GBeiPhLE3rkeX-vVI8pP19WiA5vHqwBsa4ZpIrohF-yElnDYGT6QFsyOpvxhNkb91--D7Rco5dxgJQ,WHY Zekory,5736,1683669612013,239,944,I,303,244
90,URvo7jpzDcS1tGtCqLyB_iD4g2GFedfhHfokdm93x0_ahv0,VcozRnJBLOWY8n09Rm3Qc-nYIUKaLvg81_EpC5mxLL-xOnU,KgmBM5XLhRlpoKr5wL6SPtjp89tW5DUD6M2BGwKlLZU7BTyEZ7R8q0fawhvJVHXW4ubgX_NIalRhqA,Thelordmardigo,7,1683730170808,341,944,I,185,146
91,aoTfC8Z18XJRrC8G9yo0V-DZXTpX284NEJEv2FhiLjqS-m4,3JtshrkSeFzq-Fs-ngAEpFxXp4vXeqkE89laI0SM0J4EqA,n84W7yr8Bw4hkwWnzH6c6JO-KUT2TuJiwgfDaSgpa4mRsLHgcG2IaMkLgUgOaXdxdnXkAR5kSgPeMg,Stack Collector,579,1683736069027,619,944,I,146,110
92,r_fWRY7enXyRDz0lshRVI3TfgeI9q6YA9LQy-JnZMd5GuAwFkomADnBqQQ,2Xtv0H4Q5obXTS-U36CuH9tdV3C5Ajg4Io5rSHoXEEZXK8ZifFxgYL9c,LtCdZ3grLRslfUnxrk0Tww0AYO-QaKVer13_eX2eKoYXuqej5hEnVuwTJzTritqsZ1yoyNVwyAni8Q,Batuwu fanboy,3376,1683649735000,87,944,I,119,74
93,Ors7IQEjVMxbADy3OO2mI9gJX9ZI75051E1jg-03ZcD2j1E,uD_9cgp8xvaXABe4_Gr59dni1y1J-snFBSdd-2bIm-qWgQ,lPHigCEyHXQHF-S-sFwcSLbS0c9Wu6k4YPi456Azx-cuGK5na5L7ZEZuVWdCOIgUo5N-V-td-3Bzdw,The ShymoZ,3182,1683731070184,1226,944,I,451,412
94,LW5oKUKnZThsQr2r5KKRY-3_vuICP9hz5onLOJbGdNDHVLI,_ho3lDQ88wpWongpncR8T1Vt9JUPDQI1YUpr2SBzW1EbXtc,I2NOPjrIMIq0zpgwB_IR3huVrDH-VTr9CNeeCF164o1IljD023F0knVMzGBCRoskzcKuOLVKLE5oYw,fantomisto,3175,1683738638826,421,943,I,385,343
95,zMWOZJ69jznR_O72qxRnewJVRle0LVOdGCtnN9OffbGUC4qp,5lzFHmeeM4G-xagsvgJL0swdERzAhy3XX-QElYAs02wyWmNRaxz01PTS,ciYgQrTVkfDz0cOJheSNckwWJtdVw2xkPzD5Vg4E-aCwL1uB39-GOgArQl1J9gmQ8HTOevcKr9ZL-w,ATTENTION PLZ,3151,1683738762792,60,943,I,172,103
96,HrQbwXDX7R_KvsPOJ6JvyhXw7lm053hXHACMV5ryFYsnxYQ,uki2MdvQT1bZEOVBzLOiPDjyXtpolaJX2Ru0Oy55ciGijA,ZRY3s-R99yl2UbiKsJnBVuEOxwejbVj6kg-qJj0LQPUAAkvRC0G0iOsQz0gnlxh00sJD9uHAGGZepw,Fαllεn 1,539,1683720258481,481,942,I,225,190
97,mkXoq9-KyGjoCKbqDq0sJ2MWo1YF5pypk-YZa0zsEqNk1jcGzV4jmyNg0A,0PwwQHxhMWNyRmHn8T6TTnnZDR_K7SMjlzJk90tb9T-4VwYu9uq3J3V_,ob_qQ_KtH4hE2-cbJtjcfSxZMKmDwPT2-t2dti4rZK4Nqa8QFKUMA4hXrEIAnXw4ysk5HvJCbp706w,FREEDOMFIGHTER28,907,1683143497000,102,942,I,448,378
98,X1oonz-yBGIqI0Dyl7LWZs2RxdpXNCKQ4tjPlehSualluWE,Oj6E860GEXEZY-xNAZKHOkwCvON5e1JdPXUJZL6XqB1ZrQ,MJvdTDkgWXVN03WObgSvYPkV4S23hjzA-n3feKMacZ2q7gANXC13kMoCvREzwuOrAjdoLZcPpYRyxw,To the moon7,4101,1683669011512,293,941,I,133,102
99,PzP2FpiUVb59uSVWuOONUxSAsPOjBSyEDsvH7f9ZqmTYST4E9NS5oBW4MA,Mcdtm-QuF8KsStm60fz9G1_2nCrS02x-4LJL3nIkyc6jMhlZQ-2Af18D,-xaoZ8oi0jaliG0MHm5QxGYFBXWR5eG4XXi8qCprdAk-1GG2f9A_9b8TODuhQHKt_7kDHKZzAl0XhQ,Photon1,4896,1683669118566,87,940,I,226,184
100,hmFERyHXusX2m7L1Gtc2OoEvS2Ur58ShNCO_E7prfTrICY4,Dp_9R28kHoppdAjZvZby46IC8HqxglFhW5v_MeUQAJMf0Sg,VGHoXHK46ZF27GXziXKla2b2xEXFQtm03rAM-g9A-DDtD0_y0sLwoNCQUtNuGogDfhKSYd2nx7bGXw,YSKM FornoReason,5435,1683727735705,894,940,I,386,355
101,Kdjq4ufwm0wlZ8VcfK7_mLhFZla8o1lnKAd5zw8PFZu_ZQWB-x5a8udxGg,rb30wEnScEtPb-yMRwS_23J0IR7Z0pDyOx03FRQudSy-OY3LT46UblfE,-04Iz6_Vy7Cd5efGLOToaDMZBVUj5utKINU8ui3Hl-mfb_DGHs4oySLyG-wgW4OUeBlTJV3vdlkWLw,bkhijff,29,1683542314000,46,939,I,107,56
102,r78lo2w8jIe6sk7W7smo3BHxnZGyCyQ-1LwB4XnCw8D2jG0,1jO-OhgkOf_2zKyYnNJLHsMO1a1hwpltRaSpbO07ZCDvlw,qrYXd4JdQLPxfjoAAP_sFu6OdbSHqlkTqnU3hT5bZJUW9E0eUJLdxwh0soMhygyuGuI7CYr-4qB06w,Vzz0,5545,1683739334699,463,939,I,164,141
103,Y_cCv98kbs8m8ecKShlrEc1JeW8_knSOPW0EnhhfYlHeu-tD,ykVbS6CfGWvjM5lJ1cYB9qy6E0mZJOCk8cXn6SucHqnr6Qk,j16tzyvL48yTHkfUerA3cjWxtZPXB1sgJiM9vepSf2GCA364agpWA0l8TbqIKFCfdTcCbRstdNKIew,downbad as fck,26,1683724177477,169,939,I,106,71
104,9szocOiw4O5xOJIAhvLMaUdb28h5AbtCKjbMSCGP3boqRBg,M5jnJybIBYf0awGC80UYodPYA8aFE20IbrX8Jsz7Y6KZIg,9SfcPuFIHn6DLJrliTDR3XLBwQCU0NzkABd3tQbPnPoeRRU3HbcZP3voP9nrzUbXYRupEOQ6__4v3A,auto spαcing,3505,1683651430000,330,937,I,170,140
105,vwvTUyRH8GlxaxXYRW4nymC2Cq6d8xJ5tGFKNFph2Egm9nk,DRSaShi-p_z5uejEUrYZkTN2hUreaPqRSRXfgdDclukCpiw,cwdRhivxf-nDUgdkkNfVETnL_KRZB2bRng2khXiYeHdC4yc1tGxQyQ0ix2S-5IZYT0Zrh1r5IDUeYw,Kasing 1,3150,1683655100000,491,937,I,117,91
106,1iqYYp2Z19BAQAXcQ0oB_gKSHyJNK3L9BNfysfhiBSgvp0Q,hA5vS17FmgVLV0lpwtpQmmpdLVjqgZu1AHla5v6sGxozO5Y,YLeqn5sDg3IFR8l3-rhFcItG_CYKwiSvHOVmcFZt7yNfcTamtmy_drFtrVsqshp-G2cQ9_B7XcLYfA,messi sup acc,1297,1683662804488,880,936,I,363,334
107,pwic-_9dmdVc1D0x9PLkkNnx5XNUM3fh5aaE8xr7ONgs3m0J8JYHMSQkRg,uPtV9MKBuMFwF7lR8xH_AsfxfgFCCMS-CbQr8EYwpI6UsXZ_oS-HU-_0,0XRJmr-LLX6X_FFtRS4AlO7f9-C2nrykQj5RyTe8O_yTeQekS36NV-ftVyBsOR1zPKfvtQU8IjNYpg,Kokushiβο,552,1683739069723,723,936,I,507,474
108,hUvC31XQu7Zehcz9paJZ_0W4jjnEAUR7MlPDcRHo98yxbdTXsOouy5Fjyg,0mqsvJm_Klr-EGN8U5WWzIiVN3oiSv_BOh8tMKGo-mfL4_G_rj-UjNLo,qapmaRtK6Wm4l312QZI6olGs9rxLgaAVxVrMfXyCzwSwBMUElOLpJSvt_F7CLt_Uk-HrHfMY6qzWHg,s3xtape,3228,1683373610000,64,935,I,128,92
109,xYa0XVDG6SmNnyrS_QBka56UlfiFKx4mxcxureLFe69V7gS8,iB4VHY2yPOZyKVrh9tGbtY8ovtnM0czbFXvzN5UYfnGPdwd2XAl81wmp,Un1GgzciC0SMtgKsI4jzfo7d9cDf2A6bEaQZAYX6ifDHg6ai3DT0X5dAdIGh_0ObUMLR0H2XnjkzMA,remove ff ggwp,20,1683662762508,633,935,I,387,348
110,S1BiooAoQby-XFo3voeBbXkVKkLvvAkHAi-3mTrpeHSYyzJ_,21bmAmguutXrs911wrPYx-Vv870yUQhSRJObos3cZtdeAiY,moa923MeGRyH73kaSovZN5FOxagVB3b40QsjK626IU2U9qo8Fl8p4StafDEGqNy7EfevP-ZvWKZPLA,Kiszee,5021,1683740193671,515,934,I,146,118
111,hUtqj-fki1PwHJBaZQbvXcfGTHINWAqWlBSXvcoG8zEa1AU,ngJyvSrAd4H259wegha2GMuDuakgb6dHGpTRAvg1wB4TUxc,V3lXUzIIyDMCIIrSCLselMroAGW3V2CNDhUv0EUWdRiFDcNrrwFBWQVAmfZIRPg_T3yOaEkHb4Jduw,Lιght1,5489,1683738762792,932,933,I,585,546
112,uOHByVXd7P5FbY6nwmhWA4FEsicjvJ6ZkzqRws6HMHfYRyw,FyN22P5cbuy6nOlZsvhm4M2Pb8rTWjyeqDNTEyoTPLggqA,EAg02y-Pu9crXd8mu4JRHzZBNry9QLHmUCeSyvUC-ZX3oglZ1dF5N-dUvhBNxxPMwPEra1j4LLWpIg,Nekroo,3494,1683584695000,530,933,I,172,142
113,yqvhL5N8_tODb5jj5f0wJEVlnjDkk25H1_0_pdoVJQd5wCNaReISbv8rqw,O9iABRDkIC0iFrHiZiTXGez45_IQm7mWr1WspD7X_WbQ24RKHrDRiWue,sdOffFvgN5yZrdlJzRktaa8QBSSTHQRlxiLiBI4VYk8HdpTISUiIynbdIY6I-XX6MnXVkYkv3knnXw,Dealersz,3900,1683671966720,212,932,I,295,262
114,GSXM4A2gzxdjsB5rWU2ttmkNEPl1kcJrltcboIF0X-H6RcTJMi0GZz69Vw,GsasohlyL2tRZeQJ4AM8wL1hWobx6DPEO5I1tK3chJQ9nfIXWy7bUvB7,dhkfq7hfGuDRFu9y2ssirc0_gcWRSBY1iq3B5fmwljhdhflIpO3JiZ8P3Ps0tV4VueshXANu8SQFCQ,Mr Poussinet,3381,1683669547342,53,932,I,112,62
115,7v7UVXVkzoCgm8f3mFL3LGeXDZbEG666j0aq-_dvKOfX7k8,CabGRlZItAQMkFk18q8waBaJ5wW2WjoBO8fm8RuNR7wZKQ,H-wwqFv8kD7CqE5zN13s_6pOxVHE7ABJYylR5YtHCuRXuUnFmddWmfJ09qNjTem1pzaySzag7GsdDw,E P S Y L X N,5681,1683721248022,1192,932,I,333,291
116,qLcy8gEFX61dhKJtYBz9Dbsw-oSw70LHczkgRRcZTENzSvtVS-0fAGrDqg,knEV76Igj8pHa0a0BFk7wwtpDx_b4tcTCpxlBE-Lr_FiTxw0i1qIIZ5P,n_GPkDWwO9N-A5efB26Tj7hZJa1DcB_Ri10F-X-XrWtG60tsrXCnAEmaBm2zM60laYA4rI3CE_xHwQ,LIL Gabimaru,5471,1683739837208,79,932,I,291,268
117,WtBcEWIcovdFlUB5WsQPCdBPbVOnu77f2m9Ab68JH1YKJB4-juBMjna2kw,iRWSQcubHtBe4ZPr4KranWZVvXNCQEAc5l-WPolsMWOVN8KRPfjWTXHS,6Y49SbwWoNzpxv1RZrTPHGDfmAqIplHRO-wIJ8YCv9Ebq5WmiiyRO283h8evbbANHG8gyeWuEmgmwA,Holak,22,1683721287629,184,931,I,227,192
118,yfLKj6xJFKeapXSGLVPxKjA2-p0PhDPMUSCcQoB1GjGI4u0sfX_m7W8iYw,-Pt2QdnNGNfJAI_ctfRxjcLvLHm39I_2N4bfPdm3U-QyPqdkO0b9UXDP,_KeCJLDz1jmFh7_V7dPtNn6ZGoWJS7gPZOiyKg8mCJqJjAxoQa72R-gY8lG4VvRpna32lWCjH-QUrw,korean7,29,1682718066000,61,931,I,133,87
119,lxU80TeNx_4EZllPyNE5bvLyAVF1Eug1iMdOlbUriG0_-GOm,yTh4nr_KsFcYz8I8J2Sj0PWzvzBXfZmOdlGpey4WES6kh9s,h0Qjpos0FWdhRZvmQLUlXvG3SpC4R--eDGsIrcvnv7aaKSuCZeHbOb9_w4CIg9z9T9fE-iNMObQTGA,2 zaby 1 gucio,1597,1683734842063,442,929,I,162,136
120,xjjsgRP1toUN6KTtAEa8IylYLyTXxUe-fs1ft8DqYnSn8Em_,8fDeOQXkFd97H4z4G7CnBsVlNvYr-7KGx2TYGX0LdMJIZZHT3cIq43V2,rZbijR3E0aXDpk4EyUKScOpq3RqomcTASh8_ldN-_XVjm4i9cJ2nQr1n69LETjfRCGlgxIQm3hjtdg,washed úp,1587,1683562484000,306,925,I,87,49
121,s2MGRiLqR2lYkrgg52fElo_LJq5Q3cdxO_9ChFwIvNrQvAKv6rUTpKj3cg,DU9Ex717qLm3k3DcR11CXLVr2AZ8hC7akO223RCdLCrl-6frKoKZUL7d,4vej0nG02m1U9p9rJbTwuCplI0XjbzAer2hnr99eZ14swt5e8nGPNfl1U3uqAPz2dUJXdMm5zEYhhQ,Till l CoIIapse,5675,1683733602049,48,925,I,138,79
122,mbLb4Vxi364I9B9ryP3UI3FOQk0W0fUIA3XasWDTLOAWfxM,S2FgbTMZETTh35v8UQRYdp-PSc18aL3bgHVzTOV4zpLRAg,IDXhOew-m8yph_eu5ISiBBP-zzVKCmuUkpL-iHgNUFH9nEbB98w0wS00MMHamUP668UiR5Iqgezm7Q,StrØngest mental,5037,1683733580709,475,925,I,253,207
123,J8V5TmX4Gdi6hP_4XwMc3sc8xMlQ_xIILRtvjSu6PA75Fqkd,UzXozCBl-e2cx8cFd1lySEIPy3NUs4_8HJQx74tSBiWDtZk,KXB_UAldUxZT8m2-VyUxSl0NaWvQ_wnCmiYmL_llmgt3DypqBacNajDAsGD889Jhw7YYl9O0h3f4Bg,Wintrader One,28,1683740932842,88,923,I,78,35
124,MNhAeWUgt9I_hqoaFUpfSnofbx4XZ4gzk0OJLF2mHRvjCw7PWBUw9VzVLg,_5_05Plv1oGTC1NsbITbhTJCH5DLAeZuRs9em0ZaRkWMObPsjbFdnJJs,LdVCEeqlCW7gdPRiDPFxqgnLn9xlvaJ3P3mgCVO2xZyvRPD4Liv3SWBX2NA0co-n7b6c2M-h_sfLKw,MØNKMAN,4406,1683689078829,78,923,I,231,187
125,2n_t_h4iooNzEGv6soSjJNZZevRBhOSTz2L0kIdOzrg5Fj8,Qge90zJ-oSuVnTnbopkUyp5kETzey6xibXqa7rUTgOpPhg,epDGf7oU9hrWsJO8Zd9qLi3aEm8SL4uAeptw5MfVUZH0dUsog82J0enY_gXHjB9WpUZ0wXl1A5oIyw,Pipibaat Yarr,1110,1683667797839,572,922,I,315,287
126,F8-S-6cAMg9hVtU-4kIL_a2BYGoDxVsYqKeOTkH3oPZgaoc,tydtUhdeUsannogekER4eAjbrN_tRPCvo0ueaT9BiADUnw,vXMokgtJab6EmjKa2toQzE_lQ13fF85d_Puv8BuM_dsl5hG6ReZC9-dPZBHsXB7yZEpEG8FI67k0kw,Katare,983,1683738171690,289,921,I,224,169
127,WPEDyT_VshsgmxsgpntPQuVVQVLCew9g8Ky6IoTx84fFPds,Eti-ZG-o0ziOT-RmxgQIPE0kWejqB91I2UKSjsecSbJmMg,SsRzrR25H26R1JbwXQR3vuhHB-IBVieFd9Ub4uN0LKkjrml-Zj3xhhBdAhHMn3ZxsXFbsmwx1RcEyw,Shoyo H1nata,5692,1683719755394,170,920,I,247,214
