,id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel,leaguePoints,rank,wins,losses
128,WxfGv7Mt00mH5hTRkz6rg6GsNfGxfwZdeR4m_ya2UqZj1do,ARKZGYJhZx6RXoRHZRNz-4QvWWkd8e_a8V8T1lMFcDpwAQ,rzQnTamKfyOa9mJ3B4kd7dtvJpb0Tb564gmviISvRiXJOBTxnAIV9SNzhMCMX_C5DdJEbt1YpAwAYg,Stormaxx,4417,1683581301000,493,920,I,168,146
129,Cu41F2WnbqjfN6u7Ip6X8oB8jQL34RWh8A138rJlrVwuFj0,GAYC5sut8ydrnmb_zfE-HDAz5kLyrcJeSoqdQzmoKctayxI,ufVaTZRbFrvfjjjyR5QK_IUf-maAntNFxqXFPvV5ec6w8qeUsQOUrI9s_7LvvcjgNBpCdG9ek4CqDQ,helal xagog,4074,1683649431000,131,918,I,107,73
130,I7KksSgNEMYKVEXf55LMMVENDoBIDdcf9BSK382e4jg9_smX,JWggcmQEsv_pcvmOE9PJc2a-5iahqsbmeD3ABmhHjotQ8XFZ89WJhPNE,iFo8gpYAt9XxQU6WajMzYM1eJPZCUlETkIHSbG4kNra5cHn3TFHCoJ7hW-PHc-Ed5mEGdxbBOJbaUg,DX SnK,11,1683554177000,183,918,I,86,46
131,-RSMfcBIBmTeotpCDkn7aOSg_jrOQKjV7MhGn5HeLX69Xfo,bZ_ZQt7HBzpZgfrY7xg4vSHh1FJ7T_9elCDlQAZuINyev5U,hHZDu_MEpjLozPiPiy2JVfi32h8JIFiwbicHZ4ZDIjwcouMxGu3V6XOwWszOFcq46CXNETOAeKuX0Q,Negań Smith,5719,1683484774000,672,918,I,121,102
132,ZRxQwDZ6rFi0Ff_8lXhz7k_lDGqdVYoIdnKPIvYm4HTDLNM,cibnEKnTLMiqlAA5fqDcfEwp0Z9GnjxWTC_CRnQQJGaaYH4,cObGLfVPR52IxXEcKz5zGOkzca7-C5uvkBUaaN3-4DmtkakP1YHQ1jK_DjNj-gfVzAEtdBrXTIQ-sQ,pokovirtuoso,7,1683736566180,357,918,I,123,97
133,lnzFqFpAsU5LDc7pcePcqIzSzhiZtT11OrhYsTbaAYi4vfm28Xs7Gc-OOg,5TFgSAX2xItmf_F0EWxmbx7Fauhwa74zsLm5yMqiKjQVAdQyN1Sf_2zy,Jb8GXe54dV9O8QO5Y0FlDfJflLYtRZYLqeyCTRY4aQRrEmzECI-3zAJkP3U205ae0Awxns0oWQvNQA,0640,5292,1683727628031,48,916,I,111,54
134,Ot4JG_p1omR3mwcx_ebhLHEJqV0ZxPJ9SLrBIVIf7xhU2KXE,Pvf1Go4FEmwQbnCu11lwYQrAYRNctxFHBfwc_M_8GWzHRE07h55GaLsn,tc1POCPJ62G3MJ0q7v96ys6DYZFydlaWsfqbNUfKCRuPQWy2vM7fM_xQAGI5nuT09gZgmesCz2JHJw,Gilius2,29,1683731686725,261,915,I,214,183
135,zLF02jWHGJDqJw_-at0eumZvWat-Wz-dOlWTOVztgaj9UdE,MNwL9gQ_B0nfTuBiw8nJn0lU7YtbhDE8V9tp2jchI-ZTCQ,KASivllnkeORDIuOSCgMKaQ6AoECCwmZwpl4qgZlbTgI-FYODX2pFFQsfFCHOpbD28KS1u42z9RqBA,Finn2,3366,1683739069723,553,915,I,253,234
136,D2JM4LQmfI2ol7V4z5tzL9kRKOQ8Kp3Y9q93vHpR96vbNEcn,QaAjAIMk36CG4LT3AmbuDatguMJqkYZAVJto5pLICBrL_4h38hm_ntv9,cUbhO90-jb0RaD_k85tL8iLFeWT2PWIkMrLOedew-PBR29rZmneBCjRwYJVD0fxQnPXCy3QuW2LsRA,ball without you,29,1683566994000,847,915,I,279,251
137,f3zJyZM0LBujFC42ntW2M-8vozTKziGJNjOf2nfYsIXl620c_0kxpom3mA,DHssyZBNZxwXU5SCwqFwqlQsB8IvDrH5AsEWt_QzbswwUhrvEAE_ulPZ,yv_A7nxEDpvCJuYM1X6NSc8OxZpe6m0WKhMf8Q0S9s9NuKo0QmknksBS_Ix7sbq_DJsm7aYqU-Ow9Q,wassusman,22,1683666044167,52,914,I,128,87
138,pewdFgj2Nx61IH0exrUlKO9QwcEZVEGg4TbZU84R5FHmb-g,fLeCbQ9oCc7cmOefc0ha2Khdbpf_jSf_Dy8V0Pc-Bfs8zfM,28EJXKsdTX2l-Nj-8Bc52ZrTyYw5EPd7TKATdevM1FSWErxk56AlawrFoAhxk6TWppIPgPbt0mKHyg,dejfDawid1,983,1683650611000,437,914,I,193,161
139,GOPbKKCM527OLrHB_bRxI4Djq5JLnyU3ks0_KZ442ZOG_QMeJWindnifHw,9_CpD_PjoVS2R1fVY-QyFaalhl4vuMagqZcWXxlBjjzZqgtdCJZuDLQu,0LOY3PXfp68beVguQHY-Sx57QkfEjpU7hjz3DTPybyac3pEz8r6jZMPepAyd2M6RgwiU0Wm0B9fNgg,Wizard1,14,1683572188000,70,913,I,141,104
140,Nl-KTZTlyu7Y-BT_6678FAlGB2cjDvw1QY1uGeERh3R8-EM,Z03KPRdO7GASI7guYVlMf6HxJwHGTMsNcMEJtFhpnHYHCzA,-HNzcx9TvKI9sQWpfQBa8I-HkLSJKERJEvRQ6pYlDrlsa-_w4UoaU-SC1ZmtPKVniWvXfngKWUhg1Q,Helix,4762,1683488601000,547,913,I,269,239
141,n2TOXRK60anCsrLkG0uvUgJ23nEHCR7XxRLkHc4WozmXLi1e,uFZL32L1AgzfGPgHtTvG8R6fEeGi0cKdgCYXeDrpKTA6STHTy_EsK5hd,HOoPMpxyuMX_OagjQDFl6pnnLR9RaWaZepy75OMPKhJv6ODsUbwvbtDYYRoi_gyAFgtLey2Y0GIQhg,warum lachst du,5774,1683736618367,217,913,I,130,87
142,vmLFicuAnaSsfcuWwzZIm36Saqb10wo9kk3JTxVJG1BhL95u,nmDcrbaB6N-MXf3JR1DzRlUBZeXRpDQnHR1kOziguYqLMvSQDKvXyY__,fgHirtIysvGMoSyElPzzvLT4P-RwX8XY1mM4txBBGzInBQuej6yHabZ1IGWkZYKJg2iTS5B-qKxX2g,Shourdy,4656,1683740200349,711,913,I,341,303
143,A8hx5DtlnFZHOrb8Pa0oRdg0dDDRy58QCsv_9zlSJow-9Qw,QVWJM1RXvfr3Uo-q5zN9kAOVaDmebr7o8XUedRVCMbm-AVs,IeF1fOovC6PNRhhpik_kxySW5z0jzKCamKvZChzdkVJwvW7FZBxZOzwDJfjPFmn9Qp4hSlcFm-KKtA,Smailord,5030,1683738638826,545,912,I,287,253
144,tixU8YuJW6nlq9aX1I_t2a6ClMftI2N7CjqT-nsJPNUQJR9fIdk97Y6bkA,rHVwsDxnMZP8QqSRZfcLWmSyp6xbt8X3gz0xcixCjOu9DrYO1gZYouzR,MN04cudwDzvL2n-htQZtUt6p2bmKjX7uRH2fu7MMuj5ZCrgz4ykwLlYRE_lQBl_UM6AmQvmRnbaWsA,ZONGOAT,26,1683327148000,58,911,I,144,119
145,sGVXTnL67zw-l7LCZULJiA3Z5-dTwxbJ7Nm06KUszeZIGT2U,vUzOEugIYL2Iv8TEfOKUsukvLa6l7iQfO_aIzaMEINLT05daSbQdiLD9,vcgsuqTkd5gyAM3QeZCrfQ3cZEL7RKEiYniRetC32_qjgc-QwhMNbx8f5T93L8YjC0Rpeufnv-kdoA,JIRENMID2,5430,1683714272704,168,910,I,175,142
146,dm_X8nlp27vma50Qk3TSj7qHURJQRzi0NaroAmbKWrZ2zIjfcmiiR4rWjg,R_OIU8Lgc8axLgRZcDfNXmGX20c7t0e0UDrZ-PEbSLGDp2PN_mqEeKWZ,p3V6h8ZYjC61y8jQDgntqEbUqFy50_ZMWBKymBY3-wQiem-61qApUlxEvc5EayWnTOeGAy6IYjmKRg,SK Jenax S9,5777,1683649000000,59,910,I,153,99
147,SjAGmA2o-FiE3SJ38neGb7F_IGOBbrlIfrJk8cNpI0KkOPo,pXRrQMztXsMvVEcwDB6gDTSN1k_QigrgtmOeo35iHQfK-ew,MpoMYmuK7DXmrsvv07fNxrP-mdppGNZpwupHPWsN5O2eIi19Nwg21ueX_cKCxiHuqxljpAhJjoiOBg,TraYtoN,4030,1683498316000,777,908,I,211,184
148,O0MD8qaQrgXrfGvIRpsydlEggveYUSxnn2RkrY6CB5Su1YM,Gsl6MTtWn_1Rfi9PHlap530734EosXka-y_OY5l35tgMw2M,K3PpM_O2QgpK5IwtCOndUy1TTHkAMuOIx11PDtE7gDMLv2PA7nuoXoSBb2eA0sWfgLTDuYNs2TSxbg,Enter th3 Void,5675,1683740508810,677,908,I,232,209
149,O3nF3URD-4wEeOKtfaKNC_a1bbfOQfkNwnt6VzqJp4DOaPw,D2yvieaLzod4Uua9VsHhazFiuYiCy3qkaIgokGx5akHstg,Uv3oIEsb3mO4CL19zKJaBbD366aBESWS3AmcA5PKCLaeBsmDJrRHPFAycWqU_1OFWQm4xRZa_PovIg,ÜBERMENSCH D4NKA,22,1683735699322,461,908,I,202,177
150,EMaErL0VWMzVTVakncCcdOgf_3iSHznHLkSkKsXCuEE9Njo,z_oYSLvmFTyh12KkZ1eIMEnPpDpL_RLcP4yfR-qouYBgs7o,n79tdxKvHPMme6HAscGc2cIrEJxAY0DZQxtZZytr3kh5uo8Ahb7f2nRIKVFn1KCzquinIt7iSim0aw,skainn,1633,1683734296275,648,908,I,124,89
151,F_Pztv_3xFmfmXYPHrw761xbw9oyl2zl4qtV0LWtXuRPQk8,eD_cDZlVzmLimlsMq7k0SQ6kPNzueMx2PSfmj5FokxGDCA4,VVYP2cxz34vKX9qD99HkeJCzmHlrSfmEQ7XwvdsjOeDdA8RnSAJi9lEOB1IeQ4C8gNPtc-Lx8rXiAw,Polkα,5185,1683735735000,599,907,I,291,255
152,ejdYxCrIaxZ40lkQHxnYq_RygPRRYujQj5PPJNWyvmpJtC9llSgRTwH4Eg,8O6_M6sOQskKLOt-BlkLCDoj-dXZKHOn1nyAy8gNeBBOD3yjpvQF2NsI,x5e9zevmaGCXTdUbSCNs1vH9uky5qrDys9ujLjg9MY4fAaZbm-inmalpQb8NIF-EddHswiWm8oTv-Q,katy,6,1682613922000,108,906,I,248,192
153,-KoLXT1acU-Yn2DQVgG6nJca5LUfk8HJ9HUYA6PkbRu4W38,1I3HReTHw4uQmNT3MKu8q3sqK2qSvULZfIHDyTEdGtszydc,rs8Ovh-yyclTM0aDAlIqzlqexw95jm3a-OBy1FSDc1h5DE5Z_1LA-4lfjk3Qm6q0OQl6ZVfxInPGkA,Resuscitated,5530,1683725726710,229,906,I,152,124
154,NjoDesBcDBzQfPg60uEpGhWM-SmAvzWqjOqxNDnCYlzuaRN6,n8P5IsCCdaHpPQQIk2DfHKFYtsMxyiumDreaAKPAl-TwKpmS8_OS-74H,5B8aMEiZXOBw8lF2-5yE7kOC-9AMdxFoCChaNz2nmPnU8q76U8akuHu-A7U7Mmyy1boHqUvTAjiAbA,S04 Nukes,22,1683711222866,168,906,I,185,147
155,mvlRa6hNnI480P-I5V3Qt0ojDxmr_FsPny4JlRDoECnOZUkHrRhLKNJNXQ,cJ4ZxqvIGB7-W-Hfm7UIYVlu9VwtL8UQWXS6WRnRPY7AMV-T8frM-2CN,nUPR2REbn83JJM4gHGVMrznmJkgXvSg-wKStX79pkgdquH70gX53d6-Zly3sg94HjhlsswfBE1JLMg,wqecxzsa,5430,1683664841000,548,905,I,161,129
156,g-I80NmNQzXV0tcWY64QzR64CJUIV5gDesyHMtoNt3lPsXewN33nBsv5Eg,vt_0PWeDn-x7l3x7i68DLOgqIqYKGJXXcZ3inCGZV8gwmfmRc7EM37IM,jp7f7-GlH4xr-NZWGaulRxSz45NVNK6Yh6Cb88EZfbJldIeidJnOfn1fa03kRIopBZc6VEFC6apSVg,2035 TCL Champ,5430,1683654179000,91,905,I,188,148
157,nLNTuaduiijPG2H1egNp9spwhpwmhZPevNz8US8k92Kox1BQ,yf9_WVSRn5CSgZ6cFoqFf174edrOoEdvBouWe3TRtrdNa9wNJuqdcidN,V6b9W_xB8fJcikljadwgET4pe3y5-c0O4KCwCsSj-CW6tkXCPrLaHUOfkHiJ6OfmaF8HvcP9cry7Zw,89 fds 126,1640,1683583996000,380,905,I,200,167
158,7gtTCgad3KsHY0a1lA81YJIGm-ll_YWfansOkch3bw-Tp3_DbElWVUOIFQ,VqcQuPKvgjnzBZMY5fab7KeSIAKlNaaQ6nry_E2tDpurPjXBSOMwuZWv,dm-pKS-l7-1nrMpFmU4Z8A22dGxNzH06PrBxh-gPKEqMTJbjC9EsfcsBDjfQP8mfovXC-gSjbxxwkA,ScriptIess,5683,1683650811000,128,905,I,278,248
159,3N5IUV6BfmbbqntQU98TXFARFHn9piaBW1xi9Rr4gzn_izhqdkOoH5djtg,4i4GT66ao645J2VNIhF7BR8dyzk7Hw0S10UkWICd7fP58aFT5vgAt1bF,GFqsCUMiGDdXHXX0y20bV6CVqD02w8lCicguDseswwKjPfpiT1w20BO-N1bjJWaR6WwU5qBO3QduUg,Λlixx,4077,1683731493187,446,904,I,220,185
160,eEWSvouMOXrusiTwHKQeor1up1xm6WgIM1GrS2GQR4AcMcVL,CZ1pv_VpI1zhMdzUWgLBnVw5S2_xFrOVonhasVPugWTJ9M6OLr2c6Ifi,nmOud3awGkgUFL30KmZCi7uuVgBMeDo7Gcqim8Yl7A3vLKLJ5xP5R39ekfBZ_qGZblZ6kXVF5UPrSA,whats mean that,29,1683741340000,219,904,I,386,354
161,eVAce6SIn-dJXbnRCAmuU-DY5cQRt9gpj4GecDtIj1V8bRDn,ae4bE4ohDrLcVhVxL0uKQwzXh_ALsCScfuTmuepuB0RvoDncBgxu3His,cCj-61zarva8Y-kSec7FrkyWYCCql6kTouInBKcBn-sy0f7yr02PjMOgs0cpBSYOvvHxZs0MquL3gw,MUSKETOON,22,1683718846990,539,903,I,211,179
162,10YSEX3TVLEr7OAn4JQQpdguJE9LudOi1wQiowU9iuTYoXZd,2yUBBcXCGO2KWfmxbFOoa_zBzIuCCdQvtHoLnYbjshOKqa04_xQd5o6U,pRyVEPGbEnIbhLgoQfrdxwqlGmG72JcaNFtqaqps5GxsUt7MdbD9JzpQGV56fA3ghcw_FnBPsXwJDw,NIIIIIIIIIIIIIC,5030,1683495476000,273,902,I,123,90
163,7rf4pGLnpGGmKEEVUfzY2slymErVwQ6bPzP4CpH_s4MTQG8,TDArh7yRKgMoxriiNkQAL5xVdhbN1hgJBxy6ueBBONMAYK8,4GDWwyLLlVEax_3-LtArG3Gd2s4aP7bIxBWIb7LpLW06Xmmxn-9_R205otR96XeISSKY19nuem0Z0g,avarice61,5168,1683740951049,542,902,I,459,439
164,_q93hQfio4gjXnixcbxdIfJF1ZlNWYV70nqMkqhUmpEp7gQ,yKwQXSm0WUqc3CCJtAi-qQbVgs_fGJhNmoYohwFHMlwg7Gs,FlXEtw6yiYR5o0s5SODLJjtjSMYl1iBphMu6AyB7FW71G1hmG_J9EhlYR6nm_RMImQgC27PWioO9dA,Vortum,5029,1683725519029,812,900,I,288,249
165,2Zwn0PZORU6e_66SFUd1MKv--mBqmx51x5XSS_tzMhEJ8o0,00QUoMPmZIASYrjacW0yP5hNj6G8qfbDDDXAr_aWzEnX6w,Fvmak9lSUD7MBvgoZO81Ah1UAtV_Ri_QMHChnFn1zwWchLZi-jnc-fFUVLzbWfwTIk-rkoDBya0UBw,Kynetic,3379,1683738321424,772,900,I,190,148
166,nMhHeLpjteWiAoeu6vqnAz00e7C6iie3fGY5dDZtRH0_g75I,5lXKSlJb2zq1wiKLletk_1m8uIL92_g5bfhYTJCN0R5-cVk,Y1wF3JWBWlXYMGIZKy-f1HsTDABzyRfS2vQ_c8jI0lQYYwhCcVvcqEPtfXeDr1V5wraqzV6qqjMAYQ,masondota,4069,1683737692641,127,899,I,135,55
167,tvxvdCLjxgE3aciRzsLpdz6BVku6ROippbT4Beek7bTxz8tMkFWIV07xNA,G4nUVsF84y261PBQqux6TDYqAnmE5Ly5sIMUcN2x6S55dcMSil9drnCk,J1vab2BUy4uw20eetPLfXTs29c1hKG8MnWEggMXDNG4hj2DkNQJbJUIjjyaUPUXIrD1v2JHddGJxlg,Paixdia,978,1683721065622,361,899,I,443,409
168,oX4XXFQ2fnksDgN69WGHR6Pno38VXPGJx4fnHcDSnLqFHbqUFUEneBroZg,aqTX3ZnJ0rOd_ozYDQ7q2XbbtYRG58_ozz4bjX0GmqbIZBOxhGTGBO1t,OXLLHcmF2Bvy6WFXtBFyBPGMtJt4diE7KEwt4FaGVqSUXvdYrUQbxcBEfb_07k_NDGTvxJB9uksFJw,Eyes Of Failure,5430,1683554061000,238,899,I,151,129
169,7kZTNhTiWb79-j6--vd8qwm9ckYj-GFUy5O4eofzl4S13_Yp,twSK44m5l1oU2--tLh78wm8Gd-3fdNq8xsofd7z-WuuF2DUa7iidBHyb,F4t2vL5dn-OU6S3FouSXvQOYX4JOrx5hhKSJk_JGTYYWws8TREIi2bGLg9J0cw8tH56iA_1DNefMUw,twitchtvELOSANTA,5595,1683741492730,319,896,I,175,146
170,Sfl7WHH-49Xgx3OAVkeI8XNGIjzxin45DdGFS7UshuUvzKwv,J1aOJqP2SZ_EoVZQaYgP23EGJcuiQ_qYGE_FJnbVj932CyMx8lTnrmw4,p1XOthUzrijKSt3I2ficdF4OaSzQAkJ-0RT3ZjCvblohhOIj55oDFehMbf5p8d11yYSdxPmHP4qy8g,Lozux,5776,1683740516975,642,896,I,375,338
171,xjrfcJDHQ7V1aLDZvk_vhLsQLyC44C0S43LkaEzupNq8KIn3,hgZDWjhJneyzmBal6o8FjrG69GFnmBH_vudh4qq4gLdZS5L5MomGgJ7A,FkCA0IgPvVh9rzOFy7rXnyltZqhVrGZgWqrm4UavM6GK6TzrvJdbbVvC7eIwLAZpYtxKWFOjHaRuew,lIllIIllIIlIl,3211,1683663184473,416,895,I,215,187
172,aGGL_OIIe2ilzWHAu-2SDApUvmdhfkV38frP7MQZNKxGPss,eJWBndWEiSp_M4usq2AoNwW0xsYcllNsXE8ecfJJzQ5OGH0,ls1lXA6YSzT0eAUl_ArOLXgF3E2H_B6H8jfIYxyoSEI93e-gh7bNuCPwoqoxxEbdx0oIwYBLMRfsqw,Unméi,5640,1683741360252,231,895,I,327,297
173,GpUdo8nPvU-C-g_7LDm5HOiu5tR33u8EoqQY4xzczlCT2_Q,NIouKgysOIzCzr5pCMvDeT1TL8MLm_05XL1c8P6p17NJ3g,CKbpt4emvyQRKzV5MhNrX4yLx5lvZDeEjs5EK3GkvB0UYSrn1JGnjzS7zyRhBn6Gb4CmR8wRK370lA,ShadowZerô,5726,1683740193671,956,894,I,535,502
174,z0Mnkq4Xng9q0A4v4E2ly0BmPumkFBP3glcXYPcYD4cx2_k,zDt8ACVIN5nchs7sNeVvqLHF7rt_phNd_pnS5fIJ2tHkIpo,AmsRGkZB9FxStPVjRwwGORw5vMgU3q5VQ0s3RVVQYoXbL__gto1i9qXWcZTvl-RxmjP8mebUuTF65w,Elephant eater,4075,1683738934092,873,893,I,354,326
175,K3ZB5s5Cp15259U092ZrpzS_slNy2loa5zwDnHbVUL2-hpPbzJQI3Tua0A,hc2rc6QdWuIonmchNdl4nlFsT6fRL55CyFsdZZ8vFZtmV_T_8TBXYnOw,AbsSR4eanRTi6pKmOB7mTnJDsoR60g4-WUOHh5EOuiSQsQ1q2nyHvDu7ZQTVbKaQct2K_vYMpuNjMg,Gruiku,3865,1683736484300,268,893,I,209,179
176,HB90iHR-wjMA9Gva37rDm-ka1f2TDsWiqhttpPPhU60Gwso,Ojr99V8MOKhc9RjzXFfx5L4ppSA0IMF1Z-OQP0r97Eb4Qw,93KbrJNxE1Lr8iLyOlF6gJ2YgD6G9in5V5L2Y-ONan73EbRjnoKZfrOixDYw3VXCwccz2BwxYpsOOg,DMC5 Dante Theme,11,1683718285496,259,892,I,124,84
177,GGvOhU6oqXJVPWf_zC6y1rkqH3qKHWJCPw2RNGGqPWHMoQRMtgc-_DonPQ,dK2630IeU6fNSnvCGFheZeQmvkoH2329F2m_85L_b9t-XWDW6uHdj9Pt,I20KLaa6SqIQovLRfWuRsgvXxvkZ3wAmn0bwAUZRu83c2bCwUjVPWuXhSS6w0ZEa4EGNqTs9qNfNfA,Zuhy,7,1683576034000,130,892,I,233,193
178,Xy8Ise7jrK4P7EZjcJOrBJCA9JrBZxZ257_QwlnIRqZOgB77uD4PGffPmg,qo5D1g3eV7yl8Wl2d_d8VrXnDhhVGMNEL-SOwBod92GwokciuxreGBcm,O0S-6Q97VM_iIUrzvkFu62dVDRNYkxKJqUGVCcaClXEH0iUskOaQvua5Khs3_S3LxwyrVOYi-5iGrA,114,5726,1683740550037,414,891,I,411,370
179,JkgNIV-5UA8RQTo_73G5FEFnf7e7Aur5uzjjJdnoyklpc4s,aa5x6OgQxFJY22Oo7nsjzCMKu6dJUT3jigpuWZHQLMgShw,WQWeYFHo6clzm7LKH4eRCcqFAA55_jSQsv04kiiU-f4Cjx4OSUqS3VKZle_XAklI2sd3KK2-8mdA7w,RuxalXIII,4025,1683666417895,615,891,I,168,147
180,cWignM00U4lJZx_Xo4i2N2Sll88E3xN3WuGi85Wyd7rXmk1w,MvS_Jnq-htsU9hvKwFVo3hEnRveXBHRY8CZUFwGFEWk-AC0,n5gSnQ03m7Y5zFaQW_bPmjeXaO8MDQqF1vJzmdOM4K1xXVpeGBbsaYD7kmBZzzDT67tEdnfzusUT3Q,SUP Serin,3868,1683741543160,893,891,I,436,409
181,1sD0dUwG5oFiUpBMILUud-kOqI_81Id3N-9zd7FM2ZJ217eV,glDwyFm8lsO24AgYgg4lFMl4-wgNC2K3c91BS7iH1gApi2zPOIuSRjw_,IRFqsT6R70p5C-BifS-yc0qOw62gllLXxHNPz9C4fiJdhX6kebiYaiZTPxefHdmEZc7ko0hHOW_-oA,XnS fanboy,9,1683731305664,488,891,I,232,208
182,wOGNXFTbjR7ynxIeunSi67RD59jZOR4e1idHL8fn0b0mQ6OX,CeAm5XYQekdBwE1GGlpzL0NITAXylVnHV4b_qqfLaYGfvK5pZXUsB8Jy,1V8HlvbYy6h-_lHse3ubZuq4dEkCLw2zUv0YluFLCck5Bu5WmcDq85hgMYnKqrZfgmK9rUY8eOZmnA,Lasulius,29,1683145288000,88,889,I,187,140
183,_S4aQ40SB9UiPyzcDPbMkj4oB3HbN3jFGNBwFN8FAlUHJww,KaBOThNd-AqdqbIKzd0TOxOmDxDpYQDy_mRk2t_T8G923A,wVYyhTukIkqKu8TE1iuu4-Q0hyxJPsYJrQdyExUVbJdzPhwQHgfL5qDm3OlPN0Ch7cf31VHaMXztjg,simpyyy,5117,1683739833099,707,888,I,214,183
184,GFa0R0QIlTgTn8VtB5QjnVPEWmmo1V9i_TIM9K4C1oWbuxo,zafWTYPTNc50T_C12eZDRLHFT2NriSfJUd42DHzOFTvXmIg,MuCmAti5RtA-9anhTkFtHIuyJ-yrE_JUGFENX2PjNgXCZfUA0URis-3yixneSVIVpYx7ss_VnvhwvA,Ipados,5650,1683736684964,621,887,I,167,134
185,ZjNiNI40Po8yG8t8zgxciuuCsZD0dGaO0_Bs9SiWl8QO3O4,61zsuFGI0cWBp8NtZN6Kfx-31tN9aM_mw1CRnIoAkHukJg,oiJCzuIyCtdDi4hvZu7IhL5WRzB4CGN4NQm9mY9U_d7HcD55QCd04JxxJPA3_ejdiX4h7XVGaYC5BA,Łéonard,5736,1683685490413,872,887,I,194,163
186,2t0z5Fyzk13NPS6DLJ8yPK1E_g4mlv5vsoh_aXM_GCk3hG8h,KHRl752jcFxX_6gMXAFoSWrgNhk6lX_PTUJQh9FQvmssptaPWJ08Yao9,9XxoBEC_5Y3sgz4BmYXTGCSkqoNJDC5cr66WFD1ZLan9xpd_DUs9ispfZUuUWedK5nV6iGREaBBogg,Kîră,5414,1683732662042,293,887,I,195,162
187,g5qBoPL-a64ZUEMMhi5riX_WEM4voPJ2_DEsvROZ_9Xk6fnuC4sCs4bz6w,hob58Q437IT91YtcaO3lLGAsX9n0_VFCSX-zCufTdvdiCeAIkN-fmdCN,vv9gj3PFOhPMnBYMCkZcM6cGhSCE7XE30VwCp4zSmj3tYcfd8CAXHwIaJ3RXJWHTypYPyHVIXcrVFA,EBL 2023 MVP,22,1683718846990,222,887,I,130,96
188,8Az0QUhrsUM4Dg_Gkqa5AgpFHoAUYwzJ2LfF-Gsfem1cLNlt,-_odB_jOw33lgL3oi_swF3s9G2dvZFYuZ5WTdHXCJOSnvilInDrP4QXL,UfYIYVAe7YZJIyzlB9jU5dggdLc_8i5t-G05DMMQJ8vga7NerkaG57Ede8-nAnFY9KxIn11QpZeDzw,TTV Regn,29,1683582088000,445,887,I,132,105
189,0SAnjFEyxH2AhLg5ipWNV7QdBWWAqjey6R6Ng6gQXhWYbe0,yFI4camKTlRod-56gdsHf4BnVkZL6n_gNeX9az4mep6_J6Y,_nEeIr2SdqxL2f2OIFYPF3bUlrX-IGsnvnycQeGBBnPs1xJvvzz-gGdqkRVUrXaiqb2P1sOM1nVf8Q,ERIXEEN,4022,1683736588216,532,885,I,196,162
190,2pEGE1eu1BYhGmUh08xzRrAXMp4dniBelNt3_RvWqUhZLssSC6366O9ThA,MpNqCV4gRRQtqfPZfu6oXDzt0GixuQaoHNV0dB3TZtA4myCEGsaH97uu,R78rST1fT-MWjzH0qsrMvoaBrgWh05K9ohRc_P-s3j4W-9wH6YjM79Wcmp5bLWxnzX-gp2bygyrgdg,ottıe,3797,1683717196768,106,885,I,94,61
191,3RkNuXoroIclb-zSeVs9SZQ3zwIDjFOA12Uwxm9JN6ykzD4L,6w6SrEnPSrCEbaVXz9OBjuRYwwrhhYRNoOCJCC85UjorKXHqc0wEO-aZ,Se4l4-aro5PrOovT4Zv4rGAiBbA0ufiveZvqUz7PnVIatuDHVSOeLjP8_lv6cHBr6cko0q4t4A1V5Q,NUΜB,7,1683724710571,235,885,I,102,68
192,PuPvQhb0OJC1jGRC70C-CtW_sk1KvTgnh6NHpciq5VydrF0GOVEMxmj1xg,RPFZELMmedzgKsVej1EizJdt7Zvilcg3ABOcyLsE7WCemjJZ98nFH_17,-c9lvT8zvSHC7A-Gi7rb-bhQb3N_NAmcf54FLpMkPB09cKwe1_VCvOkmrPmY51VoJjC4I3WWIhqNMw,NS Showfαker,5118,1683725435041,497,883,I,222,182
193,qdJAhgNoYDCI60000YkMJWlKHdUBDQu515SLlk0I_Jx3VfA,L8zSBM9dyaYI5F1Lmccs87zA0HVrgg34jGlhUQx6mOYO9g,F_113EXMlhUE8G-r0fK355p_j1DTHPqsHrpDaLBAz52WWtp6iz1ytJj7hxR4L_AX33dR8jJH1TsaiA,Yogur Eater,7,1683739720401,648,883,I,253,227
194,Yadekt4FykPA-oRxLkwXja4Mq2igUBRjkYsZSYnDwBYOiow,JMsxdzWQsV4bqVfi5Tr9y_HtG7mmi4RpHL6cIOtbtYyE-ws,wAAB4s7kCfKe2EYMy57WQzUBwEYXtF1TshzD0_tqxDu9ftxiU13LubjUOX3BwC5SmZMi5cs9Kf6sjQ,Kehvo,686,1683727634818,479,883,I,233,206
195,IpoMFtBhZWH1LPcErhguap117stQX1UIphLOYlQl1MUGeZB9,XA2f9dJzrVRCHf6QAciAJzfr9wEnmg998DusnyaPg5r0N_s-G8P5_iNV,n0XC1PLjGoXLyAgg-o63MyD-9R0g9U7CXhpDHWy6K7aVMUt6YoQHRv8UHm5dpgOsvWb-ISsJ6ORj8Q,Maître kebabier2,5679,1683679297532,224,883,I,288,265
