Team Name,Team Full Name,Team ID,Appear,Win,Win Rate,Duration per Game,Duration per Win,Duration per Lose,Kill,Dead,Bloodiness,Minions Percent per Game,First Blood Percent,First Tower Percent,First Dragon Percent,First Baron Nashor Percent,Dragon Percent,Baron Nashor Percent,Rift Hearld Percent,Ten Minutes Gold Offset per Game,Damage per Minute,Tank per Minute,Put Eye per Minute,Destroy Eye per Minute,Buy True Eye per Minute,Lose
SB,Liiv SANDBOX,226,40,15,0.375,1958.75,1858.6,2018.84,480,553,0.8000419824610342,0.49996625020098157,0.375,0.55,0,0,0.4416666666666666,0.32500000000000007,0.6375,0,1833.4460753031271,2859.699553286535,3.723292916400766,1.898404594767071,1.5530312699425655,25
XL,exceL Esports,238,18,7,0.3888888888888889,2032.8333333333333,2203.714285714286,1924.090909090909,179,254,0.717739408205921,0.49080014934680694,0.3333333333333333,0.1111111111111111,0,0,0.4111111111111111,0.2777777777777778,0.4166666666666667,0,1715.6612281708617,2820.7018119209642,3.243420513240961,1.2904812658850537,1.2511273263917355,11
S04,FC Schalke 04,53,30,15,0.5,2018.7333333333333,2068.5333333333333,1968.9333333333334,381,375,0.7579503692931524,0.5019238533111383,0.5666666666666667,0.5,0,0,0.42666666666666675,0.4666666666666667,0.5333333333333333,0,1788.8048611340444,2871.809715663287,3.3833096661272744,1.4732010171394603,1.3414352234074172,15
SKG,SK Gaming,47,22,9,0.4090909090909091,1939.2272727272727,2053.6666666666665,1860,271,294,0.7885504046534888,0.49532969594520443,0.4090909090909091,0.3181818181818182,0,0,0.32954545454545464,0.36363636363636365,0.4772727272727273,0,1727.5395541804376,2780.423317628859,2.9519724351311445,1.2516700653962451,1.1082202376766754,13
G2,G2 Esports,21,31,19,0.6129032258064516,2046.0967741935483,2048.4736842105262,2042.3333333333333,482,435,0.8723432334543186,0.506042642704144,0.3870967741935484,0.5483870967741935,0,0,0.5947388632872503,0.5564516129032258,0.5161290322580645,0,2085.5517192451402,3004.835643002412,3.6153809771555596,1.4822872818426902,1.266613063425247,12
VIT,Team Vitality,54,18,5,0.2777777777777778,2124.6111111111113,2015,2166.769230769231,186,228,0.6646421979642081,0.49662713965861677,0.3888888888888889,0.4444444444444444,0,0,0.38478835978835974,0.5,0.4166666666666667,0,1770.7052271003845,2703.67282901446,3.4233715974165206,1.4528148942290093,1.3743691655989332,13
Astralis,Astralis,317,18,6,0.3333333333333333,1993.111111111111,2000.3333333333333,1989.5,230,295,0.8981294317883953,0.4887459046546204,0.3888888888888889,0.3888888888888889,0,0,0.4698412698412697,0.3611111111111111,0.3333333333333333,0,1849.5155535734198,2865.5886943917944,3.2144051733749586,1.2559928643104026,1.3128553907905007,12
RGE,Rogue,239,35,23,0.6571428571428571,2024.5714285714287,1991.9130434782608,2087.1666666666665,521,397,0.7842966108168897,0.5066124979935532,0.6,0.6857142857142857,0,0,0.5679931972789117,0.5595238095238095,0.45714285714285713,0,1952.0660457239628,2777.9331075359864,3.2760372565622355,1.4809483488569009,1.0499576629974599,12
MAD,MAD Lions,308,31,19,0.6129032258064516,1970.4516129032259,1929.2631578947369,2035.6666666666667,491,431,0.9086589366760823,0.5022438055984535,0.6129032258064516,0.6129032258064516,0,0,0.5510752688172041,0.5913978494623655,0.7419354838709677,0,2003.16744155589,2919.8726344050815,3.4359243009626086,1.4802566956977277,1.3122912710366053,12
FNC,Fnatic,5,25,12,0.48,1817.28,1823.5,1811.5384615384614,381,422,1.0612046313090147,0.4986039532769672,0.56,0.56,0,0,0.5873333333333333,0.5133333333333333,0.46,0,2031.6032752245112,3118.0969360802956,3.2752245113576333,1.192551505546751,1.3523507659799259,13
MSF,Misfits Gaming,56,18,8,0.4444444444444444,1939,1816.75,2036.8,254,248,0.8643595188516939,0.5011387469395275,0.6111111111111112,0.5555555555555556,0,0,0.5601851851851851,0.5277777777777778,0.5,0,2027.866597902699,2856.412239986247,3.1321987278665975,1.2669761045212309,1.1741447481519682,10
GG,Golden Guardians,155,18,3,0.16666666666666666,2097.3888888888887,2920.6666666666665,1932.7333333333333,135,294,0.6966183825591024,0.49112096035744934,0.2777777777777778,0.2777777777777778,0,0,0.345568783068783,0.23148148148148145,0.2777777777777778,0,1679.7663761820252,2666.8285964029346,3.4455539957089503,1.552724286811644,1.3524752999761607,15
EG,Evil Geniuses,307,22,11,0.5,2088.681818181818,2140.181818181818,2037.1818181818182,325,325,0.8562453566500285,0.5037682646010648,0.36363636363636365,0.5454545454545454,0,0,0.5987012987012987,0.43939393939393945,0.38636363636363635,0,2056.014885421427,3028.2783834954625,3.3139648756283866,1.5264085656460142,1.1856107592870666,11
100,100 Thieves,157,28,15,0.5357142857142857,2102.6071428571427,2138.2,2061.5384615384614,369,369,0.7516497850756945,0.5043376611365872,0.5,0.6071428571428571,0,0,0.5841836734693879,0.5416666666666666,0.6071428571428571,0,1886.3978394170501,2914.3746709017714,3.4487795763762676,1.6285903555110153,1.3829769164132963,13
FLY,FlyQuest,80,18,6,0.3333333333333333,2020.5555555555557,2128.1666666666665,1966.75,220,248,0.7755940159449533,0.4938384814985573,0.5,0.2777777777777778,0,0,0.4673280423280423,0.3055555555555556,0.3055555555555556,0,1805.444047291724,2906.553753093209,3.317569425350564,1.5276326642837503,1.3098707726147925,12
DIG,Dignitas,32,21,11,0.5238095238095238,1986.4285714285713,2030.2727272727273,1938.2,284,292,0.8173245311799581,0.4950829198347974,0.42857142857142855,0.3333333333333333,0,0,0.48877551020408155,0.40476190476190477,0.5238095238095238,0,1879.2650125854009,2813.7288745055735,2.929881337648328,1.5332614167565624,1.33764832793959,10
IMT,Immortals,40,18,7,0.3888888888888889,1960.9444444444443,2006.2857142857142,1932.090909090909,184,186,0.6367227599077111,0.4897077971993784,0.3888888888888889,0.2777777777777778,0,0,0.2865740740740741,0.3796296296296296,0.4722222222222222,0,1623.4150211066096,2511.942658016262,3.6394027821061283,1.4720797801512877,1.2493979658327903,11
TSM,Team SoloMid,4,34,20,0.5882352941176471,2023.0294117647059,2002.25,2052.714285714286,427,427,0.7546556938674908,0.4969117745953155,0.47058823529411764,0.6176470588235294,0,0,0.46120448179271706,0.7205882352941176,0.6176470588235294,0,1772.007618161464,2721.2764781995547,3.507552738321969,1.5108384339153569,1.3084628469243853,14
CLG,Counter Logic Gaming,7,18,5,0.2777777777777778,2183.9444444444443,1957.6,2271,224,276,0.7670579840470204,0.4965826179306072,0.8333333333333334,0.4444444444444444,0,0,0.4575396825396825,0.4444444444444444,0.3333333333333333,0,1745.5862226857623,2943.5287832922086,3.424995548319809,1.3858716389814556,1.2271374424461348,13
TL,Team Liquid,35,35,21,0.6,1990.9142857142858,1954.5238095238096,2045.5,460,370,0.7165227240018196,0.5052970113133086,0.45714285714285713,0.6857142857142857,0,0,0.5602380952380953,0.5,0.6,0,1871.1239631468673,2680.380873109268,3.135099451795299,1.6127550873970324,1.1736172899744555,14
C9,Cloud9,6,30,22,0.7333333333333333,1940.6333333333334,1889.8181818181818,2080.375,455,309,0.788460549503473,0.5112003064155662,0.7333333333333333,0.5666666666666667,0,0,0.5963888888888889,0.5722222222222223,0.5833333333333334,0,1889.312080248716,2765.492021505007,3.300984214775245,1.4644703619093422,1.266596815472612,8
RoX,RoX,324,14,3,0.21428571428571427,1857.642857142857,2098.3333333333335,1792,121,233,0.8135831860208853,0.4808139532387781,0.5,0.2857142857142857,0,0,0.275,0.21428571428571427,0.35714285714285715,0,1523.815895720383,2799.3124927904028,3.158380436036452,1.2065982235551966,1.324258853385627,11
VEG,Vega Squadron,296,15,3,0.2,1987.8,2093,1961.5,157,228,0.7827506029535937,0.4873455552666668,0.5333333333333333,0.4666666666666667,0,0,0.4103174603174603,0.31111111111111106,0.36666666666666664,0,1574.5950296810545,2585.6222960056343,3.0304859643827347,1.2938927457490694,0.9940637891135929,12
CC,CrowCrowd,322,22,15,0.6818181818181818,2124.2727272727275,2084.6,2209.285714285714,325,279,0.772804541789964,0.5068223631658886,0.3181818181818182,0.6818181818181818,0,0,0.602922077922078,0.5075757575757577,0.6590909090909091,0,1941.2928488894595,2800.282449608422,3.327769931955322,1.4790088586468098,1.1567595326742843,7
OBG,One Breath Gaming,321,17,12,0.7058823529411765,2089.3529411764707,2078.1666666666665,2116.2,245,155,0.6874129736752904,0.5027216139948316,0.7647058823529411,0.47058823529411764,0,0,0.5293417366946779,0.8088235294117646,0.5294117647058824,0,2076.107435457079,2541.872237394071,3.1301556913201383,1.4071342098595119,1.2500351924322193,5
UOL,Unicorns of Love,50,23,16,0.6956521739130435,1956.7826086956522,2010.875,1833.142857142857,387,271,0.874894052697456,0.503263469918539,0.6521739130434783,0.5652173913043478,0,0,0.5167701863354037,0.5942028985507246,0.5652173913043478,0,2062.3556859085456,2875.1313158245566,2.784962005065991,1.2824956672443675,0.9692041061191841,7
DA,Dragon Army,323,14,6,0.42857142857142855,1943.142857142857,1922.3333333333333,1958.75,210,229,0.9622162839356905,0.500321911120835,0.5,0.42857142857142855,0,0,0.5039115646258503,0.35714285714285715,0.17857142857142858,0,1902.7062196735776,2880.7476841640937,3.043670048522276,1.3145125716806352,1.1865902073224526,8
GMB,Gambit Esports,46,18,12,0.6666666666666666,1938.9444444444443,1722.4166666666667,2372,252,195,0.7792732347219448,0.5161300822435559,0.3888888888888889,0.6111111111111112,0,0,0.6782407407407408,0.6527777777777778,0.7222222222222222,0,1858.1106558551332,2903.5918741583337,3.2337182315692963,1.397667688604911,1.1999656170310307,6
CPY,CTRL PLAY,325,15,2,0.13333333333333333,1863.4666666666667,1706,1887.6923076923076,150,258,0.8711519625006211,0.49281025692622155,0.3333333333333333,0.3333333333333333,0,0,0.3722222222222223,0.26666666666666666,0.43333333333333335,0,1628.0151688609044,2962.0384945621063,3.095306239267315,1.0410704064109904,1.165569547796222,13
GRV,Gravitas,257,14,3,0.21428571428571427,1926.4285714285713,2045.3333333333333,1894,164,257,0.9435123593276418,0.4900345298354872,0.21428571428571427,0.14285714285714285,0,0,0.3056122448979592,0.20238095238095236,0.25,0,1804.2958843159065,3086.1802002224695,2.5272525027808674,1.1279199110122358,0.8898776418242491,11
LGC,Legacy Esports,244,14,4,0.2857142857142857,1852.4285714285713,1978.25,1802.1,183,257,1.0279996618969067,0.4897287254690106,0.7142857142857143,0.5714285714285714,0,0,0.4193877551020408,0.32142857142857145,0.5,0,1794.1906377728078,3158.5509369939077,2.959049895889566,1.2655201665766946,1.0133415593429473,10
CHF,Chief Esports Club,243,23,12,0.5217391304347826,1909.391304347826,1933.8333333333333,1882.7272727272727,323,291,0.8496542817200617,0.4990503495449949,0.6521739130434783,0.43478260869565216,0,0,0.47308488612836436,0.41304347826086957,0.6739130434782609,0,1940.0810638491666,2888.5021404499503,2.6409509062756173,1.2555788323162402,0.9522725202659623,11
Team Name,Team Full Name,Team ID,Appear,Win,Win Rate,Duration per Game,Duration per Win,Duration per Lose,Kill,Dead,Bloodiness,Minions Percent per Game,First Blood Percent,First Tower Percent,First Dragon Percent,First Baron Nashor Percent,Dragon Percent,Baron Nashor Percent,Rift Hearld Percent,Ten Minutes Gold Offset per Game,Damage per Minute,Tank per Minute,Put Eye per Minute,Destroy Eye per Minute,Buy True Eye per Minute,Lose
AL,Anyone's Legend,162,34,3,0.08823529411764706,1817.0294117647059,2267.3333333333335,1773.4516129032259,293,590,0.8555088024368368,0.44408146687447636,0.2647058823529412,0.3235294117647059,0.4117647058823529,0.17647058823529413,0.3225490196078432,0.17647058823529413,0.5147058823529411,-934.9705882352941,1644.8472782013305,2983.9518282911667,3.2681008109551786,1.4470936726071966,1.1431068809789733,31
LGD,Hangzhou LGD Gaming,13,37,11,0.2972972972972973,1834.1891891891892,2071.818181818182,1733.6538461538462,392,547,0.838872632997443,0.45720054394183746,0.3783783783783784,0.2972972972972973,0.6216216216216216,0.32432432432432434,0.4191441441441442,0.30630630630630634,0.3783783783783784,-929.3243243243244,1789.444632726737,2797.4225300228395,3.144772710528255,1.577248950121565,1.1237014661460252,26
OMG,Oh My God,69,39,11,0.28205128205128205,1823.5128205128206,2003.6363636363637,1752.75,403,594,0.8471391238776923,0.4607039347381516,0.4358974358974359,0.358974358974359,0.5641025641025641,0.38461538461538464,0.4414529914529914,0.36324786324786323,0.44871794871794873,-979.6923076923077,1783.6697273507039,2986.355161213212,3.3181939620625167,1.450286148178354,1.1794648255691327,28
TT,⁠ThunderTalk Gaming,182,38,12,0.3157894736842105,1859.0526315789473,1997.9166666666667,1794.9615384615386,424,598,0.8846069859593018,0.4692986437871496,0.39473684210526316,0.5263157894736842,0.5526315789473685,0.3684210526315789,0.4520676691729324,0.34210526315789475,0.5526315789473685,-634.3684210526316,1788.2266009852215,3162.2006115169015,3.3106845591982332,1.533038899269577,1.2697468999490402,26
RA,Rare Atom,72,45,25,0.5555555555555556,1967.1555555555556,1942.36,1998.15,566,571,0.7712530003053837,0.5222977616081436,0.5333333333333333,0.4666666666666667,0.5333333333333333,0.4444444444444444,0.5012433862433862,0.4962962962962963,0.43333333333333335,149.53333333333333,2038.669483292289,2886.1286459863086,3.506247034635458,1.7751519396308264,1.0146630216217438,20
EDG,Edward Gaming,9,49,35,0.7142857142857143,1926.1224489795918,1937.857142857143,1896.7857142857142,708,489,0.7617088024254847,0.5098413994087048,0.5714285714285714,0.5306122448979592,0.5714285714285714,0.5510204081632653,0.5889941690962098,0.564625850340136,0.5204081632653061,187.10204081632654,1914.9205340114431,2686.364272091545,3.392244119516847,1.7031150667514303,1.1938970120788304,14
